gene_id,med_1,med_3,med_5,med_9,med_15
TcCLB.503859.50,TcChr41-S_PTU60,TcChr41-S_PTU38,TcChr41-S_PTU31,TcChr41-S_PTU29,TcChr41-S_PTU21
TcCLB.503859.45,TcChr41-S_PTU60,TcChr41-S_PTU38,TcChr41-S_PTU31,TcChr41-S_PTU29,TcChr41-S_PTU21
TcCLB.503859.40,TcChr41-S_PTU60,TcChr41-S_PTU38,TcChr41-S_PTU31,TcChr41-S_PTU29,TcChr41-S_PTU21
TcCLB.503859.25,TcChr41-S_PTU60,TcChr41-S_PTU38,TcChr41-S_PTU31,TcChr41-S_PTU29,TcChr41-S_PTU21
TcCLB.503859.10,TcChr41-S_PTU60,TcChr41-S_PTU38,TcChr41-S_PTU31,TcChr41-S_PTU29,TcChr41-S_PTU21
TcCLB.506501.401,TcChr41-S_PTU60,TcChr41-S_PTU38,TcChr41-S_PTU31,TcChr41-S_PTU29,TcChr41-S_PTU21
TcCLB.506501.390,TcChr41-S_PTU60,TcChr41-S_PTU38,TcChr41-S_PTU31,TcChr41-S_PTU29,TcChr41-S_PTU21
TcCLB.506501.380,TcChr41-S_PTU60,TcChr41-S_PTU38,TcChr41-S_PTU31,TcChr41-S_PTU29,TcChr41-S_PTU21
TcCLB.506501.370,TcChr41-S_PTU60,TcChr41-S_PTU38,TcChr41-S_PTU31,TcChr41-S_PTU29,TcChr41-S_PTU21
TcCLB.506501.350,TcChr41-S_PTU60,TcChr41-S_PTU38,TcChr41-S_PTU31,TcChr41-S_PTU29,TcChr41-S_PTU21
TcCLB.506501.341,TcChr41-S_PTU60,TcChr41-S_PTU38,TcChr41-S_PTU31,TcChr41-S_PTU29,TcChr41-S_PTU21
TcCLB.506501.329,TcChr41-S_PTU60,TcChr41-S_PTU38,TcChr41-S_PTU31,TcChr41-S_PTU29,TcChr41-S_PTU21
TcCLB.506501.310,TcChr41-S_PTU60,TcChr41-S_PTU38,TcChr41-S_PTU31,TcChr41-S_PTU29,TcChr41-S_PTU21
TcCLB.506501.300,TcChr41-S_PTU61,TcChr41-S_PTU39,TcChr41-S_PTU32,TcChr41-S_PTU30,TcChr41-S_PTU22
TcCLB.506501.290,TcChr41-S_PTU61,TcChr41-S_PTU39,TcChr41-S_PTU32,TcChr41-S_PTU30,TcChr41-S_PTU22
TcCLB.506501.280,TcChr41-S_PTU61,TcChr41-S_PTU39,TcChr41-S_PTU32,TcChr41-S_PTU30,TcChr41-S_PTU22
TcCLB.506501.275,TcChr41-S_PTU61,TcChr41-S_PTU39,TcChr41-S_PTU32,TcChr41-S_PTU30,TcChr41-S_PTU22
TcCLB.506501.270,TcChr41-S_PTU61,TcChr41-S_PTU39,TcChr41-S_PTU32,TcChr41-S_PTU30,TcChr41-S_PTU22
TcCLB.506501.255,TcChr41-S_PTU61,TcChr41-S_PTU39,TcChr41-S_PTU32,TcChr41-S_PTU30,TcChr41-S_PTU22
TcCLB.506501.240,TcChr41-S_PTU61,TcChr41-S_PTU39,TcChr41-S_PTU32,TcChr41-S_PTU30,TcChr41-S_PTU22
TcCLB.506501.230,TcChr41-S_PTU61,TcChr41-S_PTU39,TcChr41-S_PTU32,TcChr41-S_PTU30,TcChr41-S_PTU22
TcCLB.506501.220,TcChr41-S_PTU62,TcChr41-S_PTU40,TcChr41-S_PTU33,TcChr41-S_PTU31,TcChr41-S_PTU23
TcCLB.506501.210,TcChr41-S_PTU62,TcChr41-S_PTU40,TcChr41-S_PTU33,TcChr41-S_PTU31,TcChr41-S_PTU23
TcCLB.506501.190,TcChr41-S_PTU62,TcChr41-S_PTU40,TcChr41-S_PTU33,TcChr41-S_PTU31,TcChr41-S_PTU23
TcCLB.506501.184,TcChr41-S_PTU62,TcChr41-S_PTU40,TcChr41-S_PTU33,TcChr41-S_PTU31,TcChr41-S_PTU23
TcCLB.506501.177,TcChr41-S_PTU62,TcChr41-S_PTU40,TcChr41-S_PTU33,TcChr41-S_PTU31,TcChr41-S_PTU23
TcCLB.506501.170,TcChr41-S_PTU62,TcChr41-S_PTU40,TcChr41-S_PTU33,TcChr41-S_PTU31,TcChr41-S_PTU23
TcCLB.506501.160,TcChr41-S_PTU62,TcChr41-S_PTU40,TcChr41-S_PTU33,TcChr41-S_PTU31,TcChr41-S_PTU23
TcCLB.506501.150,TcChr41-S_PTU62,TcChr41-S_PTU40,TcChr41-S_PTU33,TcChr41-S_PTU31,TcChr41-S_PTU23
TcCLB.506501.141,TcChr41-S_PTU62,TcChr41-S_PTU40,TcChr41-S_PTU33,TcChr41-S_PTU31,TcChr41-S_PTU23
TcCLB.506501.131,TcChr41-S_PTU62,TcChr41-S_PTU40,TcChr41-S_PTU33,TcChr41-S_PTU31,TcChr41-S_PTU23
TcCLB.506501.120,TcChr41-S_PTU62,TcChr41-S_PTU40,TcChr41-S_PTU33,TcChr41-S_PTU31,TcChr41-S_PTU23
TcCLB.506501.110,TcChr41-S_PTU62,TcChr41-S_PTU40,TcChr41-S_PTU33,TcChr41-S_PTU31,TcChr41-S_PTU23
TcCLB.506501.105,TcChr41-S_PTU62,TcChr41-S_PTU40,TcChr41-S_PTU33,TcChr41-S_PTU31,TcChr41-S_PTU23
TcCLB.506501.100,TcChr41-S_PTU63,TcChr41-S_PTU41,TcChr41-S_PTU34,TcChr41-S_PTU32,TcChr41-S_PTU24
TcCLB.506501.90,TcChr41-S_PTU63,TcChr41-S_PTU41,TcChr41-S_PTU34,TcChr41-S_PTU32,TcChr41-S_PTU24
TcCLB.506501.80,TcChr41-S_PTU63,TcChr41-S_PTU41,TcChr41-S_PTU34,TcChr41-S_PTU32,TcChr41-S_PTU24
TcCLB.506501.70,TcChr41-S_PTU63,TcChr41-S_PTU41,TcChr41-S_PTU34,TcChr41-S_PTU32,TcChr41-S_PTU24
TcCLB.506501.59,TcChr41-S_PTU63,TcChr41-S_PTU41,TcChr41-S_PTU34,TcChr41-S_PTU32,TcChr41-S_PTU24
TcCLB.506501.50,TcChr41-S_PTU63,TcChr41-S_PTU41,TcChr41-S_PTU34,TcChr41-S_PTU32,TcChr41-S_PTU24
TcCLB.506501.40,TcChr41-S_PTU63,TcChr41-S_PTU41,TcChr41-S_PTU34,TcChr41-S_PTU32,TcChr41-S_PTU24
TcCLB.506501.34,TcChr41-S_PTU63,TcChr41-S_PTU41,TcChr41-S_PTU34,TcChr41-S_PTU32,TcChr41-S_PTU24
TcCLB.506501.27,TcChr41-S_PTU63,TcChr41-S_PTU41,TcChr41-S_PTU34,TcChr41-S_PTU32,TcChr41-S_PTU24
TcCLB.506501.20,TcChr41-S_PTU63,TcChr41-S_PTU41,TcChr41-S_PTU34,TcChr41-S_PTU32,TcChr41-S_PTU24
TcCLB.506501.10,TcChr41-S_PTU63,TcChr41-S_PTU41,TcChr41-S_PTU34,TcChr41-S_PTU32,TcChr41-S_PTU24
TcCLB.506501.5,TcChr41-S_PTU63,TcChr41-S_PTU41,TcChr41-S_PTU34,TcChr41-S_PTU32,TcChr41-S_PTU24
TcCLB.510011.9,TcChr41-S_PTU64,TcChr41-S_PTU42,TcChr41-S_PTU35,TcChr41-S_PTU33,TcChr41-S_PTU24
TcCLB.506499.230,TcChr41-S_PTU64,TcChr41-S_PTU42,TcChr41-S_PTU35,TcChr41-S_PTU33,TcChr41-S_PTU24
TcCLB.506499.220,TcChr41-S_PTU64,TcChr41-S_PTU42,TcChr41-S_PTU35,TcChr41-S_PTU33,TcChr41-S_PTU24
TcCLB.506499.215,TcChr41-S_PTU64,TcChr41-S_PTU42,TcChr41-S_PTU35,TcChr41-S_PTU33,TcChr41-S_PTU24
TcCLB.506499.210,TcChr41-S_PTU64,TcChr41-S_PTU42,TcChr41-S_PTU35,TcChr41-S_PTU33,TcChr41-S_PTU24
TcCLB.506499.200,TcChr41-S_PTU65,TcChr41-S_PTU43,TcChr41-S_PTU36,TcChr41-S_PTU34,TcChr41-S_PTU24
TcCLB.506499.190,TcChr41-S_PTU65,TcChr41-S_PTU43,TcChr41-S_PTU36,TcChr41-S_PTU34,TcChr41-S_PTU24
TcCLB.506499.180,TcChr41-S_PTU65,TcChr41-S_PTU43,TcChr41-S_PTU36,TcChr41-S_PTU34,TcChr41-S_PTU25
TcCLB.506499.170,TcChr41-S_PTU65,TcChr41-S_PTU43,TcChr41-S_PTU36,TcChr41-S_PTU34,TcChr41-S_PTU25
TcCLB.506499.160,TcChr41-S_PTU65,TcChr41-S_PTU43,TcChr41-S_PTU36,TcChr41-S_PTU34,TcChr41-S_PTU25
TcCLB.506499.149,TcChr41-S_PTU66,TcChr41-S_PTU44,TcChr41-S_PTU36,TcChr41-S_PTU34,TcChr41-S_PTU25
TcCLB.506499.140,TcChr41-S_PTU66,TcChr41-S_PTU44,TcChr41-S_PTU36,TcChr41-S_PTU34,TcChr41-S_PTU26
TcCLB.506499.130,TcChr41-S_PTU67,TcChr41-S_PTU45,TcChr41-S_PTU37,TcChr41-S_PTU35,TcChr41-S_PTU26
TcCLB.506499.120,TcChr41-S_PTU67,TcChr41-S_PTU45,TcChr41-S_PTU37,TcChr41-S_PTU35,TcChr41-S_PTU26
TcCLB.506499.110,TcChr41-S_PTU68,TcChr41-S_PTU46,TcChr41-S_PTU37,TcChr41-S_PTU35,TcChr41-S_PTU26
TcCLB.506499.105,TcChr41-S_PTU68,TcChr41-S_PTU46,TcChr41-S_PTU37,TcChr41-S_PTU35,TcChr41-S_PTU26
TcCLB.506499.100,TcChr41-S_PTU68,TcChr41-S_PTU46,TcChr41-S_PTU37,TcChr41-S_PTU36,TcChr41-S_PTU26
TcCLB.506499.90,TcChr41-S_PTU68,TcChr41-S_PTU46,TcChr41-S_PTU37,TcChr41-S_PTU36,TcChr41-S_PTU26
TcCLB.506499.80,TcChr41-S_PTU69,TcChr41-S_PTU47,TcChr41-S_PTU38,TcChr41-S_PTU36,TcChr41-S_PTU26
TcCLB.506499.70,TcChr41-S_PTU69,TcChr41-S_PTU47,TcChr41-S_PTU38,TcChr41-S_PTU36,TcChr41-S_PTU26
TcCLB.506499.60,TcChr41-S_PTU69,TcChr41-S_PTU47,TcChr41-S_PTU38,TcChr41-S_PTU36,TcChr41-S_PTU26
TcCLB.506499.50,TcChr41-S_PTU69,TcChr41-S_PTU47,TcChr41-S_PTU38,TcChr41-S_PTU36,TcChr41-S_PTU26
TcCLB.506499.40,TcChr41-S_PTU69,TcChr41-S_PTU47,TcChr41-S_PTU38,TcChr41-S_PTU36,TcChr41-S_PTU26
TcCLB.506499.30,TcChr41-S_PTU69,TcChr41-S_PTU47,TcChr41-S_PTU38,TcChr41-S_PTU36,TcChr41-S_PTU26
TcCLB.506499.10,TcChr41-S_PTU69,TcChr41-S_PTU47,TcChr41-S_PTU38,TcChr41-S_PTU36,TcChr41-S_PTU26
TcCLB.504219.70,TcChr41-S_PTU69,TcChr41-S_PTU47,TcChr41-S_PTU38,TcChr41-S_PTU36,TcChr41-S_PTU26
TcCLB.504219.50,TcChr41-S_PTU69,TcChr41-S_PTU47,TcChr41-S_PTU38,TcChr41-S_PTU36,TcChr41-S_PTU26
TcCLB.504219.40,TcChr41-S_PTU69,TcChr41-S_PTU47,TcChr41-S_PTU38,TcChr41-S_PTU36,TcChr41-S_PTU26
TcCLB.504219.10,TcChr41-S_PTU69,TcChr41-S_PTU47,TcChr41-S_PTU38,TcChr41-S_PTU36,TcChr41-S_PTU26
TcCLB.506769.120,TcChr41-S_PTU69,TcChr41-S_PTU47,TcChr41-S_PTU38,TcChr41-S_PTU36,TcChr41-S_PTU26
TcCLB.506769.90,TcChr41-S_PTU69,TcChr41-S_PTU47,TcChr41-S_PTU38,TcChr41-S_PTU36,TcChr41-S_PTU26
TcCLB.506769.80,TcChr41-S_PTU69,TcChr41-S_PTU47,TcChr41-S_PTU38,TcChr41-S_PTU36,TcChr41-S_PTU26
TcCLB.506769.70,TcChr41-S_PTU69,TcChr41-S_PTU47,TcChr41-S_PTU38,TcChr41-S_PTU36,TcChr41-S_PTU26
TcCLB.506769.65,TcChr41-S_PTU70,TcChr41-S_PTU48,TcChr41-S_PTU39,TcChr41-S_PTU37,TcChr41-S_PTU26
TcCLB.506769.60,TcChr41-S_PTU70,TcChr41-S_PTU48,TcChr41-S_PTU39,TcChr41-S_PTU37,TcChr41-S_PTU26
TcCLB.506769.55,TcChr41-S_PTU70,TcChr41-S_PTU48,TcChr41-S_PTU39,TcChr41-S_PTU37,TcChr41-S_PTU26
TcCLB.506769.50,TcChr41-S_PTU70,TcChr41-S_PTU48,TcChr41-S_PTU39,TcChr41-S_PTU37,TcChr41-S_PTU26
TcCLB.506769.40,TcChr41-S_PTU70,TcChr41-S_PTU48,TcChr41-S_PTU39,TcChr41-S_PTU37,TcChr41-S_PTU26
TcCLB.506769.35,TcChr41-S_PTU71,TcChr41-S_PTU49,TcChr41-S_PTU40,TcChr41-S_PTU38,TcChr41-S_PTU27
TcCLB.506769.30,TcChr41-S_PTU71,TcChr41-S_PTU49,TcChr41-S_PTU40,TcChr41-S_PTU38,TcChr41-S_PTU27
TcCLB.506769.20,TcChr41-S_PTU71,TcChr41-S_PTU49,TcChr41-S_PTU40,TcChr41-S_PTU38,TcChr41-S_PTU27
TcCLB.506769.10,TcChr41-S_PTU71,TcChr41-S_PTU49,TcChr41-S_PTU40,TcChr41-S_PTU38,TcChr41-S_PTU27
TcCLB.506769.4,TcChr41-S_PTU71,TcChr41-S_PTU49,TcChr41-S_PTU40,TcChr41-S_PTU38,TcChr41-S_PTU27
TcCLB.506767.410,TcChr41-S_PTU72,TcChr41-S_PTU50,TcChr41-S_PTU41,TcChr41-S_PTU39,TcChr41-S_PTU27
TcCLB.506767.400,TcChr41-S_PTU72,TcChr41-S_PTU50,TcChr41-S_PTU41,TcChr41-S_PTU39,TcChr41-S_PTU27
TcCLB.506767.389,TcChr41-S_PTU72,TcChr41-S_PTU50,TcChr41-S_PTU41,TcChr41-S_PTU39,TcChr41-S_PTU27
TcCLB.506767.381,TcChr41-S_PTU72,TcChr41-S_PTU50,TcChr41-S_PTU41,TcChr41-S_PTU39,TcChr41-S_PTU27
TcCLB.506767.371,TcChr41-S_PTU72,TcChr41-S_PTU50,TcChr41-S_PTU41,TcChr41-S_PTU39,TcChr41-S_PTU27
TcCLB.506767.360,TcChr41-S_PTU72,TcChr41-S_PTU50,TcChr41-S_PTU41,TcChr41-S_PTU39,TcChr41-S_PTU27
TcCLB.506767.340,TcChr41-S_PTU72,TcChr41-S_PTU50,TcChr41-S_PTU41,TcChr41-S_PTU39,TcChr41-S_PTU27
TcCLB.506767.324,TcChr41-S_PTU72,TcChr41-S_PTU50,TcChr41-S_PTU41,TcChr41-S_PTU39,TcChr41-S_PTU27
TcCLB.506767.317,TcChr41-S_PTU72,TcChr41-S_PTU50,TcChr41-S_PTU41,TcChr41-S_PTU39,TcChr41-S_PTU27
TcCLB.506767.310,TcChr41-S_PTU72,TcChr41-S_PTU50,TcChr41-S_PTU41,TcChr41-S_PTU39,TcChr41-S_PTU27
TcCLB.506767.280,TcChr41-S_PTU72,TcChr41-S_PTU50,TcChr41-S_PTU41,TcChr41-S_PTU39,TcChr41-S_PTU27
TcCLB.506767.250,TcChr41-S_PTU72,TcChr41-S_PTU50,TcChr41-S_PTU41,TcChr41-S_PTU39,TcChr41-S_PTU27
TcCLB.506767.240,TcChr41-S_PTU72,TcChr41-S_PTU50,TcChr41-S_PTU41,TcChr41-S_PTU39,TcChr41-S_PTU27
TcCLB.506767.230,TcChr41-S_PTU73,TcChr41-S_PTU51,TcChr41-S_PTU42,TcChr41-S_PTU40,TcChr41-S_PTU28
TcCLB.506767.220,TcChr41-S_PTU73,TcChr41-S_PTU51,TcChr41-S_PTU42,TcChr41-S_PTU40,TcChr41-S_PTU28
TcCLB.506767.215,TcChr41-S_PTU73,TcChr41-S_PTU51,TcChr41-S_PTU42,TcChr41-S_PTU40,TcChr41-S_PTU28
TcCLB.506767.209,TcChr41-S_PTU73,TcChr41-S_PTU51,TcChr41-S_PTU42,TcChr41-S_PTU40,TcChr41-S_PTU28
TcCLB.506767.196,TcChr41-S_PTU73,TcChr41-S_PTU51,TcChr41-S_PTU42,TcChr41-S_PTU40,TcChr41-S_PTU28
TcCLB.506767.183,TcChr41-S_PTU73,TcChr41-S_PTU51,TcChr41-S_PTU42,TcChr41-S_PTU40,TcChr41-S_PTU28
TcCLB.506767.170,TcChr41-S_PTU73,TcChr41-S_PTU51,TcChr41-S_PTU42,TcChr41-S_PTU40,TcChr41-S_PTU28
TcCLB.506767.155,TcChr41-S_PTU73,TcChr41-S_PTU51,TcChr41-S_PTU42,TcChr41-S_PTU40,TcChr41-S_PTU28
TcCLB.506767.140,TcChr41-S_PTU73,TcChr41-S_PTU51,TcChr41-S_PTU42,TcChr41-S_PTU40,TcChr41-S_PTU28
TcCLB.506767.130,TcChr41-S_PTU73,TcChr41-S_PTU51,TcChr41-S_PTU42,TcChr41-S_PTU40,TcChr41-S_PTU28
TcCLB.506767.127,TcChr41-S_PTU73,TcChr41-S_PTU51,TcChr41-S_PTU42,TcChr41-S_PTU40,TcChr41-S_PTU28
TcCLB.506767.123,TcChr41-S_PTU73,TcChr41-S_PTU51,TcChr41-S_PTU42,TcChr41-S_PTU40,TcChr41-S_PTU28
TcCLB.506767.119,TcChr41-S_PTU73,TcChr41-S_PTU51,TcChr41-S_PTU42,TcChr41-S_PTU40,TcChr41-S_PTU28
TcCLB.506767.110,TcChr41-S_PTU73,TcChr41-S_PTU51,TcChr41-S_PTU42,TcChr41-S_PTU40,TcChr41-S_PTU28
TcCLB.506767.90,TcChr41-S_PTU73,TcChr41-S_PTU51,TcChr41-S_PTU42,TcChr41-S_PTU40,TcChr41-S_PTU28
TcCLB.506767.80,TcChr41-S_PTU73,TcChr41-S_PTU51,TcChr41-S_PTU42,TcChr41-S_PTU40,TcChr41-S_PTU28
TcCLB.506767.74,TcChr41-S_PTU74,TcChr41-S_PTU52,TcChr41-S_PTU43,TcChr41-S_PTU41,TcChr41-S_PTU29
TcCLB.506767.70,TcChr41-S_PTU74,TcChr41-S_PTU52,TcChr41-S_PTU43,TcChr41-S_PTU41,TcChr41-S_PTU29
TcCLB.506767.60,TcChr41-S_PTU74,TcChr41-S_PTU52,TcChr41-S_PTU43,TcChr41-S_PTU41,TcChr41-S_PTU29
TcCLB.506767.50,TcChr41-S_PTU74,TcChr41-S_PTU52,TcChr41-S_PTU43,TcChr41-S_PTU41,TcChr41-S_PTU29
TcCLB.506767.40,TcChr41-S_PTU74,TcChr41-S_PTU52,TcChr41-S_PTU43,TcChr41-S_PTU41,TcChr41-S_PTU29
TcCLB.506767.31,TcChr41-S_PTU74,TcChr41-S_PTU52,TcChr41-S_PTU43,TcChr41-S_PTU41,TcChr41-S_PTU29
TcCLB.506767.21,TcChr41-S_PTU74,TcChr41-S_PTU52,TcChr41-S_PTU43,TcChr41-S_PTU41,TcChr41-S_PTU29
TcCLB.506767.10,TcChr41-S_PTU74,TcChr41-S_PTU52,TcChr41-S_PTU43,TcChr41-S_PTU41,TcChr41-S_PTU29
TcCLB.506767.5,TcChr41-S_PTU74,TcChr41-S_PTU52,TcChr41-S_PTU43,TcChr41-S_PTU41,TcChr41-S_PTU29
TcCLB.506765.80,TcChr41-S_PTU74,TcChr41-S_PTU52,TcChr41-S_PTU43,TcChr41-S_PTU41,TcChr41-S_PTU29
TcCLB.506765.74,TcChr41-S_PTU74,TcChr41-S_PTU52,TcChr41-S_PTU43,TcChr41-S_PTU41,TcChr41-S_PTU29
TcCLB.506765.66,TcChr41-S_PTU74,TcChr41-S_PTU52,TcChr41-S_PTU43,TcChr41-S_PTU41,TcChr41-S_PTU29
TcCLB.506765.58,TcChr41-S_PTU74,TcChr41-S_PTU52,TcChr41-S_PTU43,TcChr41-S_PTU41,TcChr41-S_PTU29
TcCLB.506765.50,TcChr41-S_PTU74,TcChr41-S_PTU52,TcChr41-S_PTU43,TcChr41-S_PTU41,TcChr41-S_PTU29
TcCLB.506765.49,TcChr41-S_PTU74,TcChr41-S_PTU52,TcChr41-S_PTU43,TcChr41-S_PTU41,TcChr41-S_PTU29
TcCLB.506765.46,TcChr41-S_PTU75,TcChr41-S_PTU53,TcChr41-S_PTU44,TcChr41-S_PTU42,TcChr41-S_PTU30
TcCLB.506765.43,TcChr41-S_PTU75,TcChr41-S_PTU53,TcChr41-S_PTU44,TcChr41-S_PTU42,TcChr41-S_PTU30
TcCLB.506765.40,TcChr41-S_PTU75,TcChr41-S_PTU53,TcChr41-S_PTU44,TcChr41-S_PTU42,TcChr41-S_PTU30
TcCLB.506765.10,TcChr41-S_PTU75,TcChr41-S_PTU53,TcChr41-S_PTU44,TcChr41-S_PTU42,TcChr41-S_PTU30
TcCLB.510379.20,TcChr41-S_PTU75,TcChr41-S_PTU53,TcChr41-S_PTU44,TcChr41-S_PTU42,TcChr41-S_PTU30
TcCLB.510379.10,TcChr41-S_PTU75,TcChr41-S_PTU53,TcChr41-S_PTU44,TcChr41-S_PTU42,TcChr41-S_PTU30
TcCLB.510377.500,TcChr41-S_PTU75,TcChr41-S_PTU53,TcChr41-S_PTU44,TcChr41-S_PTU42,TcChr41-S_PTU30
TcCLB.510377.475,TcChr41-S_PTU75,TcChr41-S_PTU53,TcChr41-S_PTU44,TcChr41-S_PTU42,TcChr41-S_PTU30
TcCLB.510377.450,TcChr41-S_PTU76,TcChr41-S_PTU54,TcChr41-S_PTU45,TcChr41-S_PTU43,TcChr41-S_PTU31
TcCLB.510377.439,TcChr41-S_PTU76,TcChr41-S_PTU54,TcChr41-S_PTU45,TcChr41-S_PTU43,TcChr41-S_PTU31
TcCLB.510377.430,TcChr41-S_PTU76,TcChr41-S_PTU54,TcChr41-S_PTU45,TcChr41-S_PTU43,TcChr41-S_PTU31
TcCLB.510377.420,TcChr41-S_PTU76,TcChr41-S_PTU54,TcChr41-S_PTU45,TcChr41-S_PTU43,TcChr41-S_PTU31
TcCLB.510377.410,TcChr41-S_PTU76,TcChr41-S_PTU54,TcChr41-S_PTU45,TcChr41-S_PTU43,TcChr41-S_PTU31
TcCLB.510377.405,TcChr41-S_PTU76,TcChr41-S_PTU54,TcChr41-S_PTU45,TcChr41-S_PTU43,TcChr41-S_PTU31
TcCLB.510377.400,TcChr41-S_PTU76,TcChr41-S_PTU54,TcChr41-S_PTU45,TcChr41-S_PTU43,TcChr41-S_PTU31
TcCLB.510377.390,TcChr41-S_PTU76,TcChr41-S_PTU54,TcChr41-S_PTU45,TcChr41-S_PTU43,TcChr41-S_PTU31
TcCLB.510377.370,TcChr41-S_PTU76,TcChr41-S_PTU54,TcChr41-S_PTU45,TcChr41-S_PTU43,TcChr41-S_PTU31
TcCLB.510377.350,TcChr41-S_PTU76,TcChr41-S_PTU54,TcChr41-S_PTU45,TcChr41-S_PTU43,TcChr41-S_PTU31
TcCLB.510377.340,TcChr41-S_PTU77,TcChr41-S_PTU55,TcChr41-S_PTU46,TcChr41-S_PTU44,TcChr41-S_PTU32
TcCLB.510377.330,TcChr41-S_PTU77,TcChr41-S_PTU55,TcChr41-S_PTU46,TcChr41-S_PTU44,TcChr41-S_PTU32
TcCLB.510377.310,TcChr41-S_PTU77,TcChr41-S_PTU55,TcChr41-S_PTU46,TcChr41-S_PTU44,TcChr41-S_PTU32
TcCLB.510377.300,TcChr41-S_PTU77,TcChr41-S_PTU55,TcChr41-S_PTU46,TcChr41-S_PTU44,TcChr41-S_PTU32
TcCLB.510377.270,TcChr41-S_PTU77,TcChr41-S_PTU55,TcChr41-S_PTU46,TcChr41-S_PTU44,TcChr41-S_PTU32
TcCLB.510377.260,TcChr41-S_PTU77,TcChr41-S_PTU55,TcChr41-S_PTU46,TcChr41-S_PTU44,TcChr41-S_PTU32
TcCLB.510377.250,TcChr41-S_PTU77,TcChr41-S_PTU55,TcChr41-S_PTU46,TcChr41-S_PTU44,TcChr41-S_PTU32
TcCLB.510377.220,TcChr41-S_PTU77,TcChr41-S_PTU55,TcChr41-S_PTU46,TcChr41-S_PTU44,TcChr41-S_PTU32
TcCLB.510377.210,TcChr41-S_PTU77,TcChr41-S_PTU55,TcChr41-S_PTU46,TcChr41-S_PTU44,TcChr41-S_PTU32
TcCLB.510377.200,TcChr41-S_PTU77,TcChr41-S_PTU55,TcChr41-S_PTU46,TcChr41-S_PTU44,TcChr41-S_PTU32
TcCLB.510377.190,TcChr41-S_PTU77,TcChr41-S_PTU55,TcChr41-S_PTU46,TcChr41-S_PTU44,TcChr41-S_PTU32
TcCLB.510377.150,TcChr41-S_PTU77,TcChr41-S_PTU55,TcChr41-S_PTU46,TcChr41-S_PTU44,TcChr41-S_PTU32
TcCLB.510377.134,TcChr41-S_PTU78,TcChr41-S_PTU56,TcChr41-S_PTU47,TcChr41-S_PTU45,TcChr41-S_PTU33
TcCLB.510377.120,TcChr41-S_PTU78,TcChr41-S_PTU56,TcChr41-S_PTU47,TcChr41-S_PTU45,TcChr41-S_PTU33
TcCLB.510377.110,TcChr41-S_PTU78,TcChr41-S_PTU56,TcChr41-S_PTU47,TcChr41-S_PTU45,TcChr41-S_PTU33
TcCLB.510377.100,TcChr41-S_PTU78,TcChr41-S_PTU56,TcChr41-S_PTU47,TcChr41-S_PTU45,TcChr41-S_PTU33
TcCLB.510377.70,TcChr41-S_PTU78,TcChr41-S_PTU56,TcChr41-S_PTU47,TcChr41-S_PTU45,TcChr41-S_PTU33
TcCLB.510377.61,TcChr41-S_PTU78,TcChr41-S_PTU56,TcChr41-S_PTU47,TcChr41-S_PTU45,TcChr41-S_PTU33
TcCLB.510377.50,TcChr41-S_PTU78,TcChr41-S_PTU56,TcChr41-S_PTU47,TcChr41-S_PTU45,TcChr41-S_PTU33
TcCLB.510377.30,TcChr41-S_PTU78,TcChr41-S_PTU56,TcChr41-S_PTU47,TcChr41-S_PTU45,TcChr41-S_PTU33
TcCLB.510377.10,TcChr41-S_PTU78,TcChr41-S_PTU56,TcChr41-S_PTU47,TcChr41-S_PTU45,TcChr41-S_PTU33
TcCLB.510375.40,TcChr41-S_PTU78,TcChr41-S_PTU56,TcChr41-S_PTU47,TcChr41-S_PTU45,TcChr41-S_PTU33
TcCLB.510375.30,TcChr41-S_PTU78,TcChr41-S_PTU56,TcChr41-S_PTU47,TcChr41-S_PTU45,TcChr41-S_PTU33
TcCLB.510375.20,TcChr41-S_PTU78,TcChr41-S_PTU56,TcChr41-S_PTU47,TcChr41-S_PTU45,TcChr41-S_PTU33
TcCLB.510375.10,TcChr41-S_PTU78,TcChr41-S_PTU56,TcChr41-S_PTU47,TcChr41-S_PTU45,TcChr41-S_PTU33
TcCLB.510375.5,TcChr41-S_PTU78,TcChr41-S_PTU56,TcChr41-S_PTU47,TcChr41-S_PTU45,TcChr41-S_PTU33
TcCLB.506763.370,TcChr41-S_PTU79,TcChr41-S_PTU56,TcChr41-S_PTU47,TcChr41-S_PTU45,TcChr41-S_PTU33
TcCLB.506763.361,TcChr41-S_PTU80,TcChr41-S_PTU56,TcChr41-S_PTU47,TcChr41-S_PTU45,TcChr41-S_PTU33
TcCLB.506763.350,TcChr41-S_PTU80,TcChr41-S_PTU56,TcChr41-S_PTU47,TcChr41-S_PTU45,TcChr41-S_PTU33
TcCLB.506763.340,TcChr41-S_PTU80,TcChr41-S_PTU56,TcChr41-S_PTU47,TcChr41-S_PTU45,TcChr41-S_PTU33
TcCLB.506763.330,TcChr41-S_PTU80,TcChr41-S_PTU56,TcChr41-S_PTU47,TcChr41-S_PTU46,TcChr41-S_PTU33
TcCLB.506763.290,TcChr41-S_PTU81,TcChr41-S_PTU57,TcChr41-S_PTU48,TcChr41-S_PTU47,TcChr41-S_PTU33
